NameTH	NameEN	LastNameTH	LastNameEN	DepartmentTH	doc_count	cited_by_count
ศิริวิทย์ 	Siriwit 	บัวเจริญ	Buajarern	ภาควิชาเคมี คณะวิทยาศาสตร์และเทคโนโลยี	0	0
ถวัลย์ 	Tahaval 	ฤกษ์งาม	Rerkngarm	คณะสหเวชศาสตร์	0	0
เอกวุฒิ 	Ekawudh 	ธนานาถ	Thananart	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	1	25
สุนีย์พร 	Suneeporn 	เลิศกุลทานนท์	Lertkultanon	สถาบันภาษา	0	0
รัฐกร 	Ratha-Korn 	วิไลชนม์	Vilaichone	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	0	0
นงลักษณ์ 	Nonglak 	คณิตทรัพย์	Kanitsap	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	9	93
พรระพีพัฒน์ 	Pornrapeepat 	ภาสบุตร	Bhasaputra	ภาควิชาวิศวกรรมไฟฟ้า คณะวิศวกรรมศาสตร์	39	216
ดวงใจ 	Duangjai 	หล่อธนวณิชย์	Lortanavanit	คณะพาณิชยศาสตร์และการบัญชี	1	1
พีระ 	Peera 	อัจฉราเสถียร	Acharasatian	ภาควิชาเคมี คณะวิทยาศาสตร์และเทคโนโลยี	0	0
วนิดา 	Wanida 	พฤทธิวิทยา	Putthividhya	ภาควิชาวิทยาการคอมพิวเตอร์ คณะวิทยาศาสตร์และเทคโนโลยี	7	13
ชาครี 	Charkree 	มาลีวรรณ	Maleevan	ภาควิชาวิศวกรรมไฟฟ้า คณะวิศวกรรมศาสตร์	0	0
นงลักษณ์ 	Nongluck 	เจริญวรลักษณ์	Charoenworaluck	คณะทันตแพทยศาสตร์	0	0
เสกศักดิ์ 	Seksak 	จำเริญวงศ์	Jumreornvong	คณะพาณิชยศาสตร์และการบัญชี	7	33
ศุภลักษณ์ 	Supaluck 	พรกุลวัฒน์	Pornkulwat	คณะสังคมวิทยาและมานุษยวิทยา	0	0
มยุรี 	Mayuree 	นิรัตธราดร	Nirattharadorn	คณะพยาบาลศาสตร์	1	0
อัญญานีย์ 	Anyanee 	บุโรดม	Burodom	สถานวิทยาศาสตร์พรีคลินิก คณะแพทยศาสตร์	2	8
ประสิทธิ์ 	Prasit 	ปิวาวัฒนพานิช	Pivavatnapanith	คณะนิติศาสตร์	0	0
สมหญิง 	Somying 	พัฒน์ธีรพงศ์	Patntirapong	คณะทันตแพทยศาสตร์	11	207
ทัศนีย์ 	Thatsanee 	ภู่สำอางค์	Poosumang	คณะพยาบาลศาสตร์	0	0
วรวรรณ 	Worawan 	ดีอัซ การ์บาโย	Diaz Carballo	ภาควิชาวิทยาการคอมพิวเตอร์ คณะวิทยาศาสตร์และเทคโนโลยี	0	0
นคร 	nakhorn 	ภู่วโรดม	poovarodom	ภาควิชาวิศวกรรมโยธา คณะวิศวกรรมศาสตร์	0	0
วงหทัย 	Wonghatai 	ตันชีวะวงศ์	Tunshevavong	คณะวารสารศาสตร์และสื่อสารมวลชน	0	0
รัชต 	Ratchata 	พีชวณิชย์	Peachavanish	ภาควิชาวิทยาการคอมพิวเตอร์ คณะวิทยาศาสตร์และเทคโนโลยี	12	97
ธีรกุล 	Teerakul 	อาภรณ์สุวรรณ	Arpornsuwan	คณะสหเวชศาสตร์	11	58
อุรารัตน์ 	Urarat 	แน่นหนา	Nanna	สถานวิทยาศาสตร์พรีคลินิก คณะแพทยศาสตร์	7	4
กิตติพัฒน์ 	Kittipat 	อุโฆษกิจ	Ukoskit	ภาควิชาเทคโนโลยีชีวภาพ คณะวิทยาศาสตร์และเทคโนโลยี	11	88
ไตรรัตน์ 	Trairat 	โภคพลากรณ์	Pokapalakorn	คณะรัฐศาสตร์	0	0
ธีรนุช 	Teeranut 	ห้านิรัติศัย	Harnirattisai	คณะพยาบาลศาสตร์	3	18
ดรุณี 	Darunee 	ศรีชนะ	Srichana	ภาควิชาเทคโนโลยีการเกษตร คณะวิทยาศาสตร์และเทคโนโลยี	2	11
สุธน 	Suthon 	พรธิสาร	Porntisan	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	1	0
ทิพวรรณ 	Tippawan 	หรรษคุณาชัย	Hansakunachai	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	10	21
ศิริเพ็ญ 	Siripen 	เปสี	Pasee	คณะทันตแพทยศาสตร์	0	0
คณิต 	Kanit 	วิทยาวนิชชัย	Wittayavanichai	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	0	0
สุชาติ 	Suchat 	วงศ์สุวานิช	Wongsuwanich	สถาบันภาษา	0	0
ศิริวัน 	Siriwan 	ตติยานุพันธ์วงศ์	Tatiyanupunwong	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	0	0
ตะวันชัย 	Tawanchai 	จิรประมุขพิทักษ์	Jirapramukpitak	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	14	119
ดิชพงศ์ 	Dichapong 	พงศ์ภัทรชัย	Pongpattrachai	คณะพาณิชยศาสตร์และการบัญชี	2	1
สุภกร 	Supakorn 	บุญยืน	Boonyuen	ภาควิชาเคมี คณะวิทยาศาสตร์และเทคโนโลยี	7	66
ชนาเนา 	Chananao 	วรัญญู	Varunyou	คณะศิลปศาสตร์	0	0
มาริสา 	Marisa 	การีเวทย์	Garivait	คณะศิลปศาสตร์	0	0
ชนิตโชต 	Chanitchote 	ปิยพิทยานันต์	Piyapittayanun	ภาควิชาเทคโนโลยีชีวภาพ คณะวิทยาศาสตร์และเทคโนโลยี	1	0
ณิชยาภรณ์ 	Nichayaporn 	มีเดช	Meedech	ภาควิชาคณิตศาสตร์และสถิติ คณะวิทยาศาสตร์และเทคโนโลยี	1	0
นภดล 	Nopadol 	อุชายภิชาติ	Uchaipichat	ภาควิชาวิศวกรรมไฟฟ้า คณะวิศวกรรมศาสตร์	8	57
สุภศรี 	Supasi 	กาหยี	Kayee	คณะศิลปศาสตร์	0	0
ธีร์ 	Thira 	เจียศิริพงษ์กุล	Jearsiripongkul	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	11	44
นเรศ 	Naret 	ลิมสัมพันธ์เจริญ	Limsamphancharoen	ภาควิชาวิศวกรรมโยธา คณะวิศวกรรมศาสตร์	1	1
ภาสพงศ์ 	Passapong 	ศรีพิจารณ์	Sripicharn	คณะศิลปศาสตร์	0	0
นลินี 	Nalinee 	ตันธุวนิตย์	Tantuvanit	คณะสังคมวิทยาและมานุษยวิทยา	0	0
ไพรัช 	Phairat 	อุศุภรัตน์	Usubharatana	ภาควิชาวิศวกรรมเคมี คณะวิศวกรรมศาสตร์	13	236
ทิพย์สุดา 	Tipsuda 	ไชยไพบูลย์วงศ์	Chaipiboonwong	ภาควิชาฟิสิกส์ คณะวิทยาศาสตร์และเทคโนโลยี	9	29
เกรียงไกร 	Kriengkrai 	เตชกานนท์	Techakanont	คณะเศรษฐศาสตร์	6	15
ภูรี 	Puree 	สิรสุนทร	Sirasoontorn	คณะเศรษฐศาสตร์	2	6
ศุภนิตย์ 	Supanit 	ตั้งสง่าศักดิ์ศรี	Tangsangasaksri	คณะเศรษฐศาสตร์	2	0
มงคล 	Mongkol 	ตั้งเง็กกี่	Tangngekkee	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	0	0
หาญพล 	Harnpon 	พึ่งรัศมี	Phungrassami	ภาควิชาวิศวกรรมเคมี คณะวิศวกรรมศาสตร์	11	32
นิรมล 	Niramol 	ศากยวงศ์	Sakkayawong	ภาควิชาเทคโนโลยีชีวภาพ คณะวิทยาศาสตร์และเทคโนโลยี	2	223
ศิริวรรณ 	Siriwan 	สืบนุการณ์	Suebnukarn	คณะทันตแพทยศาสตร์	47	294
วิโรจน์ 	Wiroj 	ลิ่มตระการ	Limtrakarn	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	12	64
ผดุงศักดิ์ 	Phadungsak 	รัตนเดโช	Ratanadecho	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	95	729
ไข่มุกด์ 	Khaimuk 	ช่างศรี	Changsri	คณะสหเวชศาสตร์	3	17
พิศิษฐ 	Pisit 	วัฒนเรืองโกวิท	Wattanaruangkowit	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	4	8
ทิพบุษฏ์ 	Tippabust 	เอกแสงศรี	Eksangsri	ภาควิชาวิศวกรรมเคมี คณะวิศวกรรมศาสตร์	5	14
ประภัสสร์ 	Prapat 	วังศกาญจน์	Wangskarn	ภาควิชาวิศวกรรมเคมี คณะวิศวกรรมศาสตร์	0	0
ศิลปพร 	Sillapaporn 	ศรีจั่นเพชร	Srijunpetch	คณะพาณิชยศาสตร์และการบัญชี	0	0
วัจนา 	Watjana 	สุริยธรรม	Suriyatham	สถาบันภาษา	0	0
รุจน์ 	Ruj 	โกมลบุตร	Komonbut	คณะวารสารศาสตร์และสื่อสารมวลชน	0	0
นาวิน 	Nawin 	สมญาติ	Somyat	ภาควิชาวิศวกรรมไฟฟ้า คณะวิศวกรรมศาสตร์	0	0
สุทิษา 	Suthisa 	โรจนอนันต์	Rojananun	คณะศิลปศาสตร์	0	0
ชิดกมล 	Chidkamol 	สังข์ทอง	Sungthong	คณะพยาบาลศาสตร์	0	0
สุดแดน 	Suddan 	วิสุทธิลักษณ์	Wisudthiluck	คณะสังคมวิทยาและมานุษยวิทยา	0	0
บุษบา 	Busaba 	พฤกษาพันธุ์รัตน์	Phruksaphanrat	ภาควิชาวิศวกรรมอุตสาหการ คณะวิศวกรรมศาสตร์	22	35
วัลลีย์ 	Vanlee 	ศิริกาญจนาวงศ์	Siriganjanawong	สถาบันภาษา	0	0
อลิสา 	Alisa 	รัตนพฤกษ์	Ratanapruks	สถาบันภาษา	0	0
พัชรา 	Patchara 	วงศ์หิรัญสมบัติ	Wonghiransombat	สถาบันภาษา	0	0
ปกป้อง 	Pokpong 	ศรีสนิท	Srisanit	คณะนิติศาสตร์	0	0
ชาญณรงค์ 	Channarong 	อัศวเทศานุภาพ	Asavatesanupap	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	3	3
กัลยกร 	Kalyakorn 	วรกุลลัฎฐานีย์	Worakullattanee	คณะวารสารศาสตร์และสื่อสารมวลชน	0	0
อาชัญญ์ 	Archan 	บุญญานันต์	Boonyanan	ภาควิชาวิศวกรรมโยธา คณะวิศวกรรมศาสตร์	1	2
วิทวัส 	Witawats 	ศตสุข	Satasook	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	0	0
ศากุน 	Sakun 	บุญอิต	Boon-itt	คณะพาณิชยศาสตร์และการบัญชี	24	362
วิภากร 	Wipakorn 	ชาโญพงษ์ คาวาซากิ	Chayopong Kawasaki	สถาบันภาษา	0	0
ลัดดาวัลย์ 	Laddawan 	สุนันท์ลิกานนท์	Sunanliganon	คณะทันตแพทยศาสตร์	0	0
ปัทมา 	Pattama 	สัปปพันธ์	Sappapan	สถาบันภาษา	0	0
สุพัตรา 	Supatra 	วชิระเจริญวงศ์	Wachiracharoenwong	สถาบันภาษา	0	0
สุดาทิพย์ 	Sudathip 	ผาติชีพ	Paticheep	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	2	2
สุนทร 	Soonthorn 	ชลประเสริฐสุข	Chonprasertsuk	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	3	3
ฉัตรชัย 	Chatchai 	มิ่งมาลัยรักษ์	Mingmalairak	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	4	73
ยุทธเดช 	Yuthadej 	ทวีกุล	Thaweekul	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	20	57
เจน 	Chane 	จิตะพันธ์กุล	Jitapunkul	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	0	0
ศริยา 	Sariya 	ประจักษ์ธรรม	Prachukthum	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	4	20
เฉลิมขวัญ 	Chalermkwan 	ภู่วรวรรณ	Phuvoravan	คณะทันตแพทยศาสตร์	0	0
ชัชสรัญ 	Chatsaran 	อจลญา เต็งพงศธร	Ajalaya Tengpongthorn	คณะศิลปศาสตร์	0	0
สมชาติ 	Somchart 	ฉันทศิริวรรณ	Chantasiriwan	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	34	449
มนต์ชัย 	Monchai 	พฤกษ์วิไลเลิศ	Prukvilailert	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	7	21
สันทนา 	Santana 	สิงห์เสน่ห์	Singhasaneh	คณะพาณิชยศาสตร์และการบัญชี	0	0
วัชระ 	Vachara 	สินธุประมา	Sindhuprama	คณะศิลปศาสตร์	0	0
โอภาส 	Opas 	ไตรตานนท์	Traitanon	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	10	95
ศุภชัย 	Supachai 	สุรพันธ์	Surapunt	ภาควิชาวิศวกรรมอุตสาหการ คณะวิศวกรรมศาสตร์	10	29
พรรณา 	Panna 	จาตุรงคกุล	Chaturongakul	สถาบันภาษา	0	0
วาริยา 	Wariya 	หมื่นสา	Muensa	คณะพยาบาลศาสตร์	0	0
ชุมพล 	Choompol 	บุญมี	Boonmee	ภาควิชาวิศวกรรมไฟฟ้า คณะวิศวกรรมศาสตร์	24	25
โกศล 	Kosol 	คำพิทักษ์	Kampitak	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	10	28
เสกสรรค์ 	Seksun 	สโมสรสุข	Samosornsuk	คณะสหเวชศาสตร์	11	158
ภิญรดา 	Pinrada 	เมธารมณ์	Tharakulwattana	คณะพาณิชยศาสตร์และการบัญชี	0	0
สุภัทรชัย 	Supattharachai 	บงสุนันท์	Bongsununt	คณะทันตแพทยศาสตร์	0	0
พงษ์ธร 	Phongthorn 	วราศัย	Wrasai	คณะเศรษฐศาสตร์	1	3
ตรีทิพย์ 	Treetip 	รัตนวรชัย	Ratanavalachai	สถานวิทยาศาสตร์พรีคลินิก คณะแพทยศาสตร์	0	0
อักษรศรี 	Aksornsri 	พานิชสาส์น	Phanishsarn	คณะเศรษฐศาสตร์	0	0
สารรัตน์ 	Sararud 	วุฒิอาภา	Vuthiarpa	คณะพยาบาลศาสตร์	0	0
บวรลักษณ์ 	Paweena 	ทองทวี	Thongthawee	คณะพยาบาลศาสตร์	0	0
ปริญญา 	Parinya 	แร่ทอง	Raetong	คณะพยาบาลศาสตร์	0	0
ผุสดี 	Pussadee 	โตบันลือภพ	Tobunluepop	คณะสหเวชศาสตร์	2	11
พรพิมล 	Pornpimo 	อังคเศกวินัย	Angkasekwinai	คณะสหเวชศาสตร์	0	0
พัชรี 	Patcharee 	คุณค้ำชู	Kooncumchoo	คณะสหเวชศาสตร์	4	94
ปรีย์กมล 	Pregamol 	รัชนกุล	Rutchanagul	คณะพยาบาลศาสตร์	0	0
วรรัตน์ 	Woraratana 	ปัตรประกร	Pattaraprakorn	ภาควิชาวิศวกรรมเคมี คณะวิศวกรรมศาสตร์	0	0
วชิราภรณ์ 	Wachiraporn 	รุ่งโรจน์ชนาทิพย์	Rungrojchanatip	คณะศิลปศาสตร์	0	0
พรทิพย์ 	Pornthip 	เฉิดฉินนภา	Chirtchinnapa	คณะศิลปศาสตร์	0	0
สุธาสินี 	Suthasinee 	ปิยพสุนทรา	Piyapasuntra	คณะศิลปศาสตร์	0	0
มาลินี 	Malinee 	พงศ์เสวี	Pongsavee	คณะสหเวชศาสตร์	6	34
วิไลลักษณ์ 	Wilailuck 	วงศ์อาษา	Wong-arsa	คณะพยาบาลศาสตร์	0	0
กฤติรัตน์ 	Kritirat 	เกียรติศิริโรจน์	Kiatsirirote	คณะทันตแพทยศาสตร์	0	0
ศุกระวรรณ 	Sukkrawan 	อินทรขาว	Intarakhao	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	0	0
มาลี 	Malee 	สันติคุณาภรณ์	Santikunaporn	ภาควิชาวิศวกรรมเคมี คณะวิศวกรรมศาสตร์	13	258
มนวรรัตน์ 	Monvorarat 	ผ่องไพบูลย์	Pongpaiboon	ภาควิชาวิทยาการคอมพิวเตอร์ คณะวิทยาศาสตร์และเทคโนโลยี	0	0
ลภินี 	Lapinee 	โกศลบุญ	Kosonboon	คณะพาณิชยศาสตร์และการบัญชี	0	0
วรางคณา 	Warangkana 	ศรีกำเหนิด	Srikamnerd	คณะศิลปศาสตร์	0	0
เอกจิตต์ 	Ekachidd 	จึงเจริญ	Chungcharoen	คณะพาณิชยศาสตร์และการบัญชี	3	2
ดุจดาว 	Dujdow 	ทรงธรรมวัฒน์	Songthamwat	คณะสหเวชศาสตร์	1	6
จรีภรณ์ 	Jareeporn 	เอกวัฒน์ชัย	Ekwatchai	คณะสหเวชศาสตร์	0	0
ชไมพร 	Chamaiporn 	รุ่งฤกษ์ฤทธิ์	Rungroekrit	คณะสังคมสงเคราะห์ศาสตร์	0	0
ไชยณรงค์ 	Chainarong 	จักรธรานนท์	Chaktranond	ภาควิชาวิศวกรรมเครื่องกล คณะวิศวกรรมศาสตร์	4	18
ศศิชัย 	Sasichai 	กังสดาลอำไพ	Kangsadalampai	สถานวิทยาศาสตร์พรีคลินิก คณะแพทยศาสตร์	11	152
ทวิดา 	Tavida 	กมลเวชช	Kamolvej	คณะรัฐศาสตร์	0	0
ดำรงค์ 	Dumrong 	อดุลยฤทธิกุล	Adunyarittigun	คณะศิลปศาสตร์	0	0
ศุภลัคน์ 	Supaluck 	เตชะพงศธร	Taechapongstorn	คณะศิลปศาสตร์	0	0
วิทวัน 	Vitawan 	จันทร	Chunthone	คณะศิลปกรรมศาสตร์	0	0
อาณัติ 	Arnat 	ลีมัคเดช	Leemakdej	คณะพาณิชยศาสตร์และการบัญชี	0	0
ปริญญา 	Prinya 	เทวานฤมิตรกุล	Thaewanaurmitkul	คณะนิติศาสตร์	0	0
เบญญา 	Benya 	เชิดหิรัญกร	Cherdhirunkorn	ภาควิชาฟิสิกส์ คณะวิทยาศาสตร์และเทคโนโลยี	12	161
เทวัญ 	Taewan 	เปลี่ยนสายทอง	Pleansaithong	ภาควิชาฟิสิกส์ คณะวิทยาศาสตร์และเทคโนโลยี	0	0
ภัทรานุช 	Patranuch 	นพกุลสถิตย์	Noppakulsatit	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	0	0
ประภัสสร์ 	Prapat 	เทพชาตรี	Thepchatree	คณะรัฐศาสตร์	2	0
วิชิต 	Wichit 	ศุภเมธางกูร	Supamethangkura	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	0	0
พนาทิพย์ 	Panatip 	พินิจศักดิ์กุล	Pinijsakkul	คณะศิลปศาสตร์	0	0
สมเกียรติ 	Somkiat 	เชวงกิจวณิช	Chawengkijwanich	คณะศิลปศาสตร์	0	0
วราฤทธิ์ 	Wararit 	พานิชกิจโกศลกุล	Panichkitkosolkul	ภาควิชาคณิตศาสตร์และสถิติ คณะวิทยาศาสตร์และเทคโนโลยี	22	23
ประไพพิศ 	Prapaipit 	มุทิตาเจริญ	Muthitacharoen	คณะวารสารศาสตร์และสื่อสารมวลชน	0	0
อดุลย์ 	Adoon 	แป้นสุวรรณ	Pansuwan	ภาควิชาคณิตศาสตร์และสถิติ คณะวิทยาศาสตร์และเทคโนโลยี	3	1
ธวิกานต์ 	Tawikan 	ตรียะประเสริฐ	Treeyaprasert	ภาควิชาคณิตศาสตร์และสถิติ คณะวิทยาศาสตร์และเทคโนโลยี	5	3
สุดาพร 	Sudaporn 	กมลวารินทร์	Kamolwarin	คณะพยาบาลศาสตร์	0	0
ฐาปนันท์ 	Thapanan 	นิพิฏฐกุล	Nipithakul	คณะนิติศาสตร์	0	0
รัตนา 	Rattana 	เลิศสุวรรณศรี	Lerdsuwansri	ภาควิชาคณิตศาสตร์และสถิติ คณะวิทยาศาสตร์และเทคโนโลยี	3	15
สุพัชระ 	Supachara 	คงนวน	Kongnuan	ภาควิชาคณิตศาสตร์และสถิติ คณะวิทยาศาสตร์และเทคโนโลยี	0	0
ศจี 	Sajee 	ศิริไกร	Sirikrai	คณะพาณิชยศาสตร์และการบัญชี	0	0
ลินดา 	Linda 	จุฬาโรจน์มนตรี	Chularojanamontri	สถานวิทยาศาสตร์พรีคลินิก คณะแพทยศาสตร์	0	0
ชัชวาล 	Chatchawarn 	เทียมถนอม	Tiemtanom	คณะศิลปศาสตร์	0	0
สาวตรี 	Sawatree 	สุขศรี	Suksri	คณะนิติศาสตร์	0	0
วนารัตน์ 	Wanarat 	กรอิสรานุกูล	Konisranukul	ภาควิชาเทคโนโลยีชนบท คณะวิทยาศาสตร์และเทคโนโลยี	0	0
สมประสงค์ 	Somprasong 	โกศลบุญ	Kosonboon	คณะพาณิชยศาสตร์และการบัญชี	0	0
ปณิธี 	Panitee 	บราวน์	Brown	คณะสังคมวิทยาและมานุษยวิทยา	0	0
ณัฐจรี 	Natcharee 	สุวรรณภัฏ	Suwannaput	คณะสังคมวิทยาและมานุษยวิทยา	0	0
รัฐดา 	Ruthada 	จันทร์กลั่น	Chanklan	ภาควิชาเทคโนโลยีชีวภาพ คณะวิทยาศาสตร์และเทคโนโลยี	3	35
สมบูรณ์ 	Somboon 	กุลวิเศษชนะ	Kulvisaechana	คณะพาณิชยศาสตร์และการบัญชี	1	7
วรนุช 	Woranuch 	เชษฐภักดีจิต	Chetpakdeechit	คณะทันตแพทยศาสตร์	4	31
วิสาขา 	Visakha 	อุปพงค์	Aupaphong	คณะทันตแพทยศาสตร์	0	0
สำเริง 	Samroeng 	อินกล่ำ	In-glam	คณะทันตแพทยศาสตร์	0	0
สุดาทิพย์ 	Sudatip 	โฆสิตะมงคล	Kosittamongkol	คณะแพทยศาสตร์	0	0
สุพินดา 	Supinda 	ลีอมรสิริ	Leeamornsiri	คณะแพทยศาสตร์	5	16
พลวัฒน์ 	Pholawat 	ติ่งเพ็ชร	Tingpej	คณะแพทยศาสตร์	7	159
ประชา 	Pracha 	คุณธรรมดี	Koonnathamdee	คณะเศรษฐศาสตร์	1	0
พิสุทธิ์ 	Pisut 	กุลธนวิทย์	Kulthanavit	คณะเศรษฐศาสตร์	2	5
จรัญ 	Jaran 	มะลูลีม	Maluleem	คณะรัฐศาสตร์	0	0
ปิยะมาศ 	Piyamas 	สรรพวีรวงศ์	Sanpaweerawong	คณะศิลปศาสตร์	0	0
ดิลก 	Dilok 	ภิยโยทัย	Piyayotai	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	12	64
เกศรา 	Kesara 	ณ บางช้าง	Na-bangchang	วิทยาลัยแพทยศาสตร์นานาชาติจุฬาภรณ์	199	1876
ธงชัย 	Thongchai 	สุนทราภา	Suntharapa	สถานวิทยาศาสตร์คลินิก คณะแพทยศาสตร์	5	30
พรกมล 	Pornkamon 	นาละกาญจน์	Nalakarn	ภาควิชาฟิสิกส์ คณะวิทยาศาสตร์และเทคโนโลยี	1	1
นิตยา 	Nidtaya 	ตากวิริยะนันท์	Takviriyanun	คณะพยาบาลศาสตร์	1	2
ฐิติมนรัตน์ 	Thitimonrat 	ดวงจันทร์ดา	Duangchanda	คณะสหเวชศาสตร์	1	2
กษมา 	Kasama 	สุภนรานนท์	Supanaranond	คณะสหเวชศาสตร์	1	4
วรดา 	Worrada 	สโมสรสุข	Samosornsuk	คณะสหเวชศาสตร์	0	0
อัจฉรา 	Adchara 	ปัณฑรานุวงศ์	Panthanuwong	คณะวารสารศาสตร์และสื่อสารมวลชน	0	0
วิรัตน์ 	Wirat 	จารีวงศ์ไพบูลย์	Jareevongpiboon	ภาควิชาวิทยาการคอมพิวเตอร์ คณะวิทยาศาสตร์และเทคโนโลยี	2	12
สุรินทร์ 	Surin 	เปรี้ยวนิ่ม	Preawnim	คณะแพทยศาสตร์	2	87
ขวัญจิรา 	kwanjira 	ฉัตรพรรณรังสี	Chatpunnarangsee	คณะศิลปศาสตร์	0	0
เมลดา 	Melada 	สุดาจิตรอาภา	Sudajit-apa	คณะศิลปศาสตร์	0	0
สมสุข 	Somsuk 	หินวิมาน	Hinviman	คณะวารสารศาสตร์และสื่อสารมวลชน	0	0
เกษรา 	Kedsara 	รักษ์พงษ์สิริ	Rakpongsiri	คณะสหเวชศาสตร์	2	7
สุขวิดา 	Sukwida 	มโนรังสรรค์	Manorungsan	คณะสหเวชศาสตร์	0	0
จิตตาภรณ์ 	Jittaporn 	ศรีบุญจิตต์	Sriboonjit	คณะพาณิชยศาสตร์และการบัญชี	0	0
ไตรเทพ 	Tritep 	วิชย์โกวิทเทน	Vichkovitten	ภาควิชาวิทยาศาสตร์สิ่งแวดล้อม คณะวิทยาศาสตร์และเทคโนโลยี	3	33
ดรุณวรรณ 	Daroonwan 	กำธรเกียรติ	Kamthonkiat	คณะศิลปศาสตร์	9	60
ฉัตรนรินทร์ 	Chatnarin 	เมธีกุล	Metheekul	คณะแพทยศาสตร์	0	0
บุลวัชร์ 	Boonlawat 	หอมวิเศษ	Homvises	คณะแพทยศาสตร์	5	25
ปริฉัตร 	Parichat 	เคอร์รี่	Curry	คณะแพทยศาสตร์	0	0
พัชราภา 	Patcharapa 	ทวีกุล	Thaweekul	คณะแพทยศาสตร์	2	0
มารุต 	Marut 	อรุณากูร	Arunakul	คณะแพทยศาสตร์	10	52
วรีพร 	Wareeporn 	ดิสภานุรัตน์	Disphanurat	คณะแพทยศาสตร์	9	67
อัสนี 	Assanee 	ทองอยู่	Tongyoo	คณะแพทยศาสตร์	6	34
อิงอร 	Ing-orn 	อรุณากูร	Arunakul	คณะแพทยศาสตร์	0	0
มัทนา 	Matana 	เกษตระทัต	Kettratad	คณะทันตแพทยศาสตร์	4	27
วีรชัย 	Weerachai 	สิงหถนัดกิจ	Singhatanadgit	คณะทันตแพทยศาสตร์	21	170
สุนทรา 	Sunthara 	เลี้ยงเชวงวงศ์	Liangchawengwong	คณะพยาบาลศาสตร์	0	0
ปราโมทย์ 	Pramote 	ศรีวาณิชรักษ์	Sriwanitchrak	คณะสหเวชศาสตร์	11	41
พรรณราย 	Panarai 	โอสถาภิรัตน์	Ostapirat	คณะสังคมวิทยาและมานุษยวิทยา	0	0
วีระยุทธ 	Weerayut 	โถวประเสริฐ	Thowprasert	คณะแพทยศาสตร์	0	0
ภิญพรรณ 	Pinpan 	สุวรรณสิงห์	Suwannasing	คณะศิลปศาสตร์	0	0
อนุชา 	Anucha 	ทีรคานนท์	Thirakanont	คณะวารสารศาสตร์และสื่อสารมวลชน	0	0
ธีระ 	Teera 	สุธีวรางกูร	Suteevarangkurn	คณะนิติศาสตร์	0	0
ทรงสิริ 	Songsiri 	พุทธงชัย	Putthongchai	คณะสังคมวิทยาและมานุษยวิทยา	0	0
สันติชัย 	Suntichai 	คชรินทร์	Kotcharin	คณะพาณิชยศาสตร์และการบัญชี	0	0
ปรัชญา 	Prachya 	บุญประเสริฐ	Boonprasurt	คณะวิทยาศาสตร์และเทคโนโลยี	2	8
สุมาลี 	Sumalee 	มหณรงค์ชัย	Mahanarongchai	คณะศิลปศาสตร์	0	0
จันทริมา 	Jantarima 	เจริญพันธุ์	Charoenphandhu	คณะแพทยศาสตร์	8	66
จีราภรณ์ 	๋Jeeraporn 	กรรมบุตร	Kummabutr	คณะพยาบาลศาสตร์	0	0
วิศรี 	Wisree 	วายุรกุล	Wayurakul	คณะแพทยศาสตร์	0	0
พินัย 	Pinai 	ณ นคร	Nanakorn	คณะนิติศาสตร์	0	0
ศุภสวัสดิ์ 	Supasawad 	ชัชวาลย์	Chardchawarn	คณะรัฐศาสตร์	0	0
