author,abstract,title,cited,year,location,linkpdf
Alice Sharp,"Abstract Having accurate data of municipal solid waste generation amount is an indispensable factor for effective planning of a waste management system. However, to have accurate estimation, significant waste generation factors have to be identified. In this …","Analysis of waste generation variables and people's attitudes towards waste management system: a case of Bangkok, Thailand",10,2017,,
Alice Sharp,"'This, invention relates to devices for the use 'of the blind and pertains particularly to a device for assisting the blind in writing.'rl 'he primaryobject of'the present inven"" 5 tion isto provide a writing device for the blind by means of which a 'blind person is enabled to keep the lines 'of …",Writing guide for the blind,6,1932,,
Alice Sharp,The past protected area management system which emphasized the ownership and control of forest by the state and overlooked the interaction between human and resources has failed because the annual rate of deforestation in Thailand is still as high as 2.6%. This …,Rural participatory buffer zone management in northeastern Thailand,6,1999,../papers2/BCET/Alice Sharp/Rural-participatory-buffer-zone-management-in-northeastern-Thailand.pdf,https://www.researchgate.net/profile/Nobukazu_Nakagoshi/publication/227178517_Rural_participatory_buffer_zone_management_in_northeastern_Thailand/links/565d0d7a08aeafc2aac72da1/Rural-participatory-buffer-zone-management-in-northeastern-Thailand.pdf
Alice Sharp,Abstract: Article Preview Article Preview Article Preview Poly (lactic acid-co-ethylene glycol)(PLLA/PEG) copolymers were synthesized and their properties were characterized. The PLLA/PEG/PLLA triblock copolymers were synthesized by ring-opening polymerization …,Production and characterization of Polyhydroxyalkanoates (PHAs) from inexpensive substrates by Alcaligenes latus,4,2008,../papers2/BCET/Alice Sharp/Alice Sharp_3FB2AB.pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.855.9036&rep=rep1&type=pdf
Alice Sharp,"Abstract The ongoing technological revolution and innovation have improved human livelihood in many ways. Electronic equipment and appliances have become part of our daily needs. Along with an increasing demand, the technological advances make it cheaper …",A system dynamic approach for financial planning in solid waste management: A case study in Phnom Penh city,4,2004,../papers2/BCET/Alice Sharp/34416,https://www.tci-thaijo.org/index.php/SciTechAsia/article/download/41645/34416
Alice Sharp,"E-waste is the fastest growing waste in the solid waste stream in the urban environment. It has become a widely recognised social and environmental problem; therefore, proper management is vital to protecting the fragile environment from its improper disposal …",Synthesis and characterizations of PLLA/PEG block copolymers,3,2010,,
Alice Sharp,"Abstract: Article Preview Article Preview The municipal solid waste management (MSWM) is one major concern in Cambodia due to complicated problems from waste sector. Until now, because of poor MSWM, solid wastes have produced high pollution, like methane (CH4) …",Comparison of GHG emission from municipal solid waste management technology in selected cities in Cambodia,2,2014,,
Alice Sharp,"Abstract This thesis traces the twelfth-century origins and development of the Glossa ordinaria on Genesis from the evidence of sixteen early manuscripts, focusing on the creation narrative (Genesis 1-3). The Glossa ordinaria on the Bible, a product of the twelfth …",In Principio: The Origins of the Glossa ordinaria on Genesis 1–3,1,2015,../papers2/BCET/Alice Sharp/Sharp_Alice_H_201506_PhD_thesis.pdf,https://tspace.library.utoronto.ca/bitstream/1807/77715/3/Sharp_Alice_H_201506_PhD_thesis.pdf
Alice Sharp,"This study employed a set of quantitative criteria to analyse the three parameters; namely policy, process, and practice; of the respective e-waste management systems adopted in Thailand, Laos, and China. Questionnaire surveys were conducted to determine the current …","Development of an analytical method for quantitative comparison of the e-waste management systems in Thailand, Laos, and China",1,2016,,
Alice Sharp,"Abstract—Pesticides are chemicals that are applied on crops and plants to control pests. Poor pesticide practices and violation of safety rules pose a potential risk to non-targeted organisms and the environment. This study surveyed how aware stakeholders, in Tanzania …",A Multi-Sectoral Survey on Awareness and Practices of Pesticide Application in Tanzania,1,2015,../papers2/BCET/Alice Sharp/A-Multi-Sectoral-Survey-on-Awareness-and-Practices-of-Pesticide-Application-in-Tanzania.pdf,https://www.researchgate.net/profile/Mwema_Felix/publication/318276786_A_Multi-Sectoral_Survey_on_Awareness_and_Practices_of_Pesticide_Application_in_Tanzania/links/59708a334585158a48072bec/A-Multi-Sectoral-Survey-on-Awareness-and-Practices-of-Pesticide-Application-in-Tanzania.pdf
Alice Sharp,"Abstract E-waste is one of the fast growing wastes in the solid waste stream in the urban environment. It has become a widely recognized social and environmental problem; therefore, proper management is vital to protecting the fragile environment from its improper …","Determination of the knowledge of e-waste disposal impacts on the environment among different educational and income levels in China, Laos, and Thailand",1,2017,,
Alice Sharp,"Abstract—Two kinds of floods occurred in Cambodia; rainfall flood and river flood. Between both of them, rainfall flood which happened more frequently, is really the main concern due to its impacts and the management options to be used in the country. Cambodian …",Flood management in Cambodia: case studies of flood in 2009 and 2011,1,2015,../papers2/BCET/Alice Sharp/1886IAE0415413.pdf,http://ia-e.org/siteadmin/upload/1886IAE0415413.pdf
Alice Sharp,"These words, which conclude the Genesis account of the creation of the world over a six-day span, challenged generations of Late Antique and medieval commentators. For, as they knew, the sixth day was the end of God's labors, but the world that they knew was not, in …",Creation and Redemption in Twelfth-Century Welsh Hagiography,1,2011,,
Pakorn Opaprakasit,"Abstract A large amount of radioactive cesium (Cs) has been released into natural environment following the nuclear accident in Fukushima, Japan in 2011. Much effort has been directed at capturing Cs and remediation of the contaminated environment. However …",,67,2013,,
Pakorn Opaprakasit,The increase in the amount of pyridine-soluble material obtained from Argonne Premium coals after acid treatment is examined. The amount of pyridine-soluble material in most of the coals increases significantly with acid treatment. In low and to some extent medium rank …,Prussian blue-coated magnetic nanoparticles for removal of cesium from contaminated environment,50,2002,,
Pakorn Opaprakasit,"Abstract. Lactic acid/ethylene terephthalate copolyesters were synthesized by the standard melt polycondensation of lactic acid (L), ethylene glycol (EG) and dimethyl-terephthalate (DMT). Effects of reaction temperatures and types of catalysts on the structures and …","Effects of synthesis conditions on chemical structures and physical properties of copolyesters from lactic acid, ethylene glycol and dimethyl terephthalate",13,2009,../papers2/BCET/Pakorn Opaprakasit/Pakorn Opaprakasit_83D920.pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.603.9339&rep=rep1&type=pdf
Pakorn Opaprakasit,Abstract Polylactic acid/ethylene glycol triblock copolymer (LLA 46 EG 46 LLA 46) was prepared and used in a crosslink process of epoxidized natural rubber (ENR) by employing a ring-opening reaction using Sn (Oct) 2 as a catalyst. The OH-capped copolymer acts as a …,Polylactic acid/ethylene glycol triblock copolymer as novel crosslinker for epoxidized natural rubber,11,2012,,
Pakorn Opaprakasit,"Abstract: Article Preview Article Preview Article Preview Urea fertilizer is a major source of nitrogen, which is one of the essential nutrients for plant growth. Due to its uncontrollable release, this chemical can be wasted easily by leaching and volatilization that can adversely …",Controlled-release material for urea fertilizer from polylactic acid,9,2008,,
Pakorn Opaprakasit,The interaction of various solvents with some clays that are commonly found in coal has been examined. The mixed solvent N-methyl-2-pyrrolidinone/carbon disulfide can extract cations from various clays and apparently form complexes with them that strongly absorb …,Swelling of Clays in N-Methyl-2- pyrrolidinone/Carbon Disulfide Mixed Solvents,5,2004,../papers2/BCET/Pakorn Opaprakasit/ef034093s.pdf,http://www2.siit.tu.ac.th/pakorn/TU130/ef034093s.pdf
Pakorn Opaprakasit,"Abstract: Article Preview Article Preview Article Preview Because of their respective advantages, the combination of good material properties of poly (ethylene terephthalate)(PET) and degradability of polylactic acid (PLA) is researched as degradable …",Synthesis and characterization of degradable poly (ethylene terephthalate-co-lactic acid) and its blends,4,2008,,
Pakorn Opaprakasit,"Abstract: Article Preview Article Preview Article Preview Polyhydroxyalkanoate (PHA) is biodegradable polyester, which can be synthesized by many microorganisms through catabolic pathway, without producing any toxic byproduct. Owing to it special and versatile …",Production and characterization of Polyhydroxyalkanoates (PHAs) from inexpensive substrates by Alcaligenes latus,3,2008,../papers2/BCET/Pakorn Opaprakasit/Pakorn Opaprakasit_1FF09A.pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.855.9036&rep=rep1&type=pdf
Pakorn Opaprakasit,Abstract: Article Preview Article Preview Article Preview Poly (lactic acid-co-ethylene glycol)(PLLA/PEG) copolymers were synthesized and their properties were characterized. The PLLA/PEG/PLLA triblock copolymers were synthesized by ring-opening polymerization …,Synthesis and characterizations of PLLA/PEG block copolymers,3,2010,,
Pakorn Opaprakasit,Hydroxyl-capped polylactic acid (PLA) oligomers are prepared by glycolysis reaction of PLA with ethylene glycol (EG) and used as a macromolecular cross-linker for epoxidized natural rubber (ENR). The glycolyzed PLA (GPLA) with three different molecular weights (2000 …,Polylactic acid glycolysate as a cross-linker for epoxidized natural rubber: effect of cross-linker molecular weight,3,2016,,
Pakorn Opaprakasit,"Abstract To prepare medical gloves containing disinfectant agent, poly (methyl acrylate)(PMA) with equation image w of 550 K was synthesized via the iniferter technique and then used for encapsulating disinfectant agent, ie, chlorhexidine digluconate (CHD) …",Nanocapsules embedded in natural rubber latex gloves,2,2010,../papers2/BCET/Pakorn Opaprakasit/app.3213220160613-24884-j3leqn.pdf,http://www.academia.edu/download/46456912/app.3213220160613-24884-j3leqn.pdf
Pakorn Opaprakasit,"Abstract: Article Preview Article Preview This research investigates the potential for grafting skim natural rubber with maleic anhydride to produce maleated rubber with the aim to increase value of skim natural rubber. In this study, grafting of skim natural rubber was …",Value adding of skim natural rubber by grafting with maleic anhydride,1,2014,,
Pakorn Opaprakasit,Abstract: Article Preview Article Preview Glycolyzed polylactic acid (GPLA)-cured epoxidized natural rubber (ENR) is developed for use as a toughening agent for PLA resin. GPLA is obtained from chemical recycling of PLA resin by a glycolysis reaction. GPLA-cured ENR is …,Toughness enhancement of polylactic acid by employing glycolyzed polylactic acid-cured epoxidized natural rubber,1,2014,,
Pakorn Opaprakasit,Poly (methyl acrylate)(PMA) of various weight average molecular weights (M¯ w were synthesized via the iniferter route and applied for the encapsulation of disinfectant agent (chlorhexidine digluconate; CHD) by using the controlled precipitation technique. The …,Polymeric Disinfectant Nanocapsules: Effect of Molecular Weight of Poly (methyl acrylate),2,2010,,
Rachnarin Nitisoravut,Abstract Four different Au/Fe–Zn–Mg–Al–O hydrotalcites (HTs) supported Au catalysts were synthesized by the incipient impregnation method and characterized by X-ray photoelectron spectroscopy and scanning electron microcopy. Enhancement of biohydrogen production …,Application of Fe–Zn–Mg–Al–O hydrotalcites supported Au as active nano-catalyst for fermentative hydrogen production,14,2014,,
Rachnarin Nitisoravut,"Abstract Four different M 2+–Mg–Al hydrotalcite (HT) materials were investigated for their effect on biohydrogen enhancement, where M 2+ is Fe and/or Zn. HTs were synthesized by the coprecipitation method and characterized by infrared spectroscopy (FTIR) and X-ray …",Catalytic activity and characterization of Fe–Zn–Mg–Al hydrotalcites in biohydrogen production,14,2013,,
Rachnarin Nitisoravut,Abstract Conversion of waste to energy via a biological process establishes microbial fuel cells (MFC) as a prominent source of sustainable energy. MFC has been investigated for bioelectricity production through organic degradation of wastewater by microbial consortium …,Plant microbial fuel cells: A promising biosystems engineering,5,2017,../papers2/BCET/Rachnarin Nitisoravut/Plant-microbial-fuel-cells-A-promising-biosystems-engineering.pdf,https://www.researchgate.net/profile/Roshan_Regmi2/publication/315297440_Plant_microbial_fuel_cells_A_promising_biosystems_engineering/links/59ca1b110f7e9bbfdc3671c5/Plant-microbial-fuel-cells-A-promising-biosystems-engineering.pdf
Rachnarin Nitisoravut,"Abstract A novel method of simultaneous filtration and adsorption of heavy metal using chitosancoated ceramic membrane is reported. In this study, chitosan was introduced onto the ceramic membrane using a simple dip coating method. Three concentrations of chitosan …",Heavy metal removal from aqueous solutions by chitosan coated ceramic membrane,4,2015,../papers2/BCET/Rachnarin Nitisoravut/007-IEEA2015-C016.pdf,http://www.ipcbee.com/vol82/007-IEEA2015-C016.pdf
Rachnarin Nitisoravut,"Abstract In this study, there was an attempt has been made to create a cost-effective Microbial fuel cell (MFC) constructed with earthen layer as membrane without involving any costly membrane. Practically, operational conditions for those devices require that activity at …",Earthen membrane microbial fuel cell in septage treatment,3,2015,../papers2/BCET/Rachnarin Nitisoravut/Rachnarin Nitisoravut_AACF12.pdf,https://www.sciencedirect.com/science/article/pii/S1876610215022213/pdf?md5=15fc2c7ab24e36b54cfaa4b1e6e25450&pid=1-s2.0-S1876610215022213-main.pdf&_valck=1
Rachnarin Nitisoravut,"Abstract—The activity of different catalysts namely, Mg-Al hydrotalcite (HT), Au/Zn-Mg-Al HT and nanoporous activated carbon (NAC) were tested in batch fermentative production of hydrogen using sucrose-fed anaerobic mixed culture at 37 C. The catalysts activity for …",Comparison of Different Catalysts for Fermentative Hydrogen Production,2,2015,../papers2/BCET/Rachnarin Nitisoravut/181-E3013.pdf,http://www.jocet.org/papers/181-E3013.pdf
Rachnarin Nitisoravut,Abstract—The aim of this research was to develop a solidification binder using water treatment residue (WTR) as the aluminosilicate source and black rice husk ash (BHA) as a source of silica. The binder was prepared to obtain SiO2/Al2O3 ratio of 1.78 and 2.00 and …,The Effect of SiO2/Al2O3 Ratios on the Properties of Geopolymers Prepared from Water Treatment Residue (WTR) in the Presence of Heavy Metals,1,2014,../papers2/BCET/Rachnarin Nitisoravut/Rachnarin Nitisoravut_9549E4.pdf,http://gmsarn.com/sitegmsarn2009/document/journal/vol8no4.pdf#page=6
Rachnarin Nitisoravut,Bioenergy and biomass production from paddy microbial fuel cell (PMFC) was assessed throughout the life cycle under greenhouse condition. Performance of traditional sediment PMFC was compared to the earthen membraned double chamber PMFC (DPMFC). Average …,Effect of configuration and growth stages on bioenergy harvest in the paddy type microbial fuel cell under greenhouse condition,1,2017,,
Rachnarin Nitisoravut,"Abstract Different hydrotalcites (HTs), namely Mg–Al HT, Ni–Mg–Al HT, magnetic Mg–Al HT, and magnetic Ni–Mg–Al HT, synthesized by a co-precipitation method were tested for their capacity to improve biohydrogen production with a wide range of doses, from 83 to 833 …",Modified hydrotalcites for enhancement of biohydrogen production,1,2015,,
Rachnarin Nitisoravut,Abstract The microbial diversity of Thai sugary kefir was identified for the first time by Polymerase Chain Reaction-Denaturing Gradient Gel Electrophoresis (PCR-DGGE) analysis. The V3 regions of 16S bacterial rDNA and 18S rDNA of yeasts in both kefir grains …,Identification of bacteria and yeast communities in a Thai sugary kefir by Polymerase Chain Reaction-Denaturing Gradient Gel Electrophoresis (PCR-DGGE) …,1,2015,../papers2/BCET/Rachnarin Nitisoravut/581102-3-1-023-58-p25-39.pdf,http://j.cit.kmutnb.ac.th/wp-content/uploads/2015/10/581102-3-1-023-58-p25-39.pdf
Rachnarin Nitisoravut,"Abstract—Kefir is a microbial symbiotic mixture of lactic acid bacteria and yeasts. In this study, sucrose aqueous solutions and wastewaters were utilized as media for sugary kefir growth and metabolites formation. Both batch and repeated-batch conditions were explored …",Use of Wastewater as a Substrate for Sugary Kefir Growth and Value Added Products Formation,1,2014,../papers2/BCET/Rachnarin Nitisoravut/10984204.pdf,http://www.thaiscience.info/journals/Article/GMSA/10984204.pdf
Rachnarin Nitisoravut,Treated activated carbon (T-AC) was found to be highly effective for fermentative hydrogen production due to its highly porous structure. The addition of T-AC at 8.3–33.3 g/L in batch experiments increased the hydrogen production rate and yield from 0.8 to 1.8 mL of H2/h …,Biohydrogen enhancement using highly porous activated carbon,1,2014,,
Rachnarin Nitisoravut,"Abstract Ni-Mg-Al hydrotalcite (HT) was employed to test its potential to enhance biohydrogen production with various doses, from 83 to 417 mg/L. Experiments were carried out at 37 o C using heat-treated anaerobic sludge as inoculum and sucrose as synthetic …",Ni-Mg-Al Hydrotalcite for Improvement of Dark Fermentative Hydrogen Production,1,2015,../papers2/BCET/Rachnarin Nitisoravut/Rachnarin Nitisoravut_31AE1B.pdf,https://www.sciencedirect.com/science/article/pii/S1876610215022237/pdf?md5=c858db4714071e7d05ee9544a5456090&pid=1-s2.0-S1876610215022237-main.pdf&_valck=1
Sandhya Babel,"Abstract In this article, the technical feasibility of various low-cost adsorbents for heavy metal removal from contaminated water has been reviewed. Instead of using commercial activated carbon, researchers have worked on inexpensive materials, such as chitosan, zeolites, and …",Low-cost adsorbents for heavy metals uptake from contaminated water: a review,2625,2003,../papers2/BCET/Sandhya Babel/Hazardous%20material_2003.pdf,http://hywr.kuciv.kyoto-u.ac.jp/lecture/gss/SBabel/E3-20130118PM/Hazardous%20material_2003.pdf
Sandhya Babel,"Abstract This article reviews the technical applicability of various physico–chemical treatments for the removal of heavy metals such as Cd (II), Cr (III), Cr (VI), Cu (II), Ni (II) and Zn (II) from contaminated wastewater. A particular focus is given to chemical precipitation …",Physico–chemical treatment techniques for wastewater laden with heavy metals,1186,2006,,
Sandhya Babel,"Abstract In this study, the technical feasibility of coconut shell charcoal (CSC) and commercial activated carbon (CAC) for Cr (VI) removal is investigated in batch studies using synthetic electroplating wastewater. Both granular adsorbents are made up of coconut shell …",Cr (VI) removal from synthetic wastewater using coconut shell charcoal and commercial activated carbon modified with oxidizing agents and/or chitosan,628,2004,../papers2/BCET/Sandhya Babel/chemosphere.pdf,http://hywr.kuciv.kyoto-u.ac.jp/lecture/gss/SBabel/E3-20130118PM/chemosphere.pdf
Sandhya Babel,"Abstract In this article, the removal performance and cost-effectiveness of various low-cost adsorbents derived from agricultural waste, industrial by-product or natural material are evaluated and compared to those of activated carbon for the removal of heavy metals (Cd …",Comparisons of low-cost adsorbents for treating wastewaters laden with heavy metals,556,2006,,
Sandhya Babel,"Abstract In recent years, various methods for heavy metal removal from sewage sludge have been extensively studied in order to minimize the prospective health risks of sludge during land application. In this paper, a comparative review and critical analysis of the application …",Heavy metal removal from contaminated sludge for land application: a review,252,2006,,
Sandhya Babel,Abstract Laboratory scale experiments were carried out to evaluate and determine the suitable working conditions for the enhancement of volatile fatty acids (VFAs) production with the stabilization of solid pineapple waste (peel) simultaneously when operating two …,Effect of acid speciation on solid waste liquefaction in an anaerobic acid digester,115,2004,,
Sandhya Babel,"Abstract This study was carried out to investigate the membrane fouling phenomena due to algal deposition and to understand the nature of the cake deposited on the membrane while treating the algae-laden water by membrane filtration. To accomplish this, batch experiments …",Microfiltration membrane fouling and cake behavior during algal filtration,105,2010,,
Sandhya Babel,Abstract The possibility of using volcanic ash soils (VAS) or Andisols as a low-cost and natural adsorbent is investigated in this study for the removal of Cr (VI) from synthetic wastewater. Andisols can be used as adsorbent because they are characterized by the …,Removal of Cr from synthetic wastewater by sorption into volcanic ash soil,78,2007,../papers2/BCET/Sandhya Babel/00b49526cf5de3b9f5000000.pdf,https://www.researchgate.net/profile/Einstine_Opiso/publication/43562918_Removal_of_Cr_from_synthetic_wastewater_by_sorption_into_volcanic_ash_soil/links/00b49526cf5de3b9f5000000.pdf
Sandhya Babel,"Abstract This paper presents a matrix to select sustainable materials for buildings in Sri Lanka, taking into consideration environmental, economic and social assessments of materials in a life cycle perspective. Five building elements, viz., foundations, roofs, ceilings …",A matrix in life cycle perspective for selecting sustainable materials for buildings in Sri Lanka,82,2009,../papers2/BCET/Sandhya Babel/A_matrix_in_life_cycle_perspective_for_s20160616-4153-st4tid.pdf,http://www.academia.edu/download/46530264/A_matrix_in_life_cycle_perspective_for_s20160616-4153-st4tid.pdf
Sandhya Babel,"Abstract A seasonal fluctuation pattern was observed in membrane filtration resistance by Chlorella algae cultured in open ponds in the tropical environment. In order to investigate the causes of this phenomenon, Chlorella was cultivated under controlled conditions and …",Factors affecting seasonal variation of membrane filtration resistance caused by Chlorella algae,73,2002,,
Sandhya Babel,"Abstract The presence of pathogenic microorganisms in municipal waste sludge may create a serious outbreak of water borne diseases if the sludge is used for agricultural purpose. An attempt to decrease the number of pathogenic microorganisms, Salmonella spp. using a …",Survival of Salmonella spp. in a simulated acid-phase anaerobic digester treating sewage sludge,58,2003,,
Sandhya Babel,"Abstract In Thailand, sewage sludge production from the Bangkok metropolitan area can reach up to 63,000 ton/y by 2010. The Beer-Thai Company, Thailand, produces beer and generates lots of sludge as waste. Sewage sludge and brewery sludge can be used to …",Anaerobic co-digestion of sewage and brewery sludge for biogas production and land application,54,2009,../papers2/BCET/Sandhya Babel/ijes_2009_6_1_131.pdf,http://applications.emro.who.int/imemrf/ijes_2009_6_1_131.pdf
Sandhya Babel,"Abstract The environmental benefits derived from using citric acid in the removal of heavy metals from contaminated sewage sludge have made it promising as an extracting agent in the chemical extraction process. At present, citric acid is produced commercially by …",Removal of heavy metals from contaminated sewage sludge using Aspergillus niger fermented raw liquid from pineapple wastes,48,2008,,
Sandhya Babel,Abstract Batch filtration experiments in dead-end mode were carried out to investigate the membrane fouling phenomenon while treating algal-laden water with and without pretreatment. The three types of water samples used were dispersed Chlorella laden water …,Chemical pretreatment for reduction of membrane fouling caused by algae,42,2011,,
Sandhya Babel,"Abstract This paper compares the environmental, economic and social impacts of two types of doors and windows (elements), namely timber and aluminum taking into consideration the life cycle perspective. These elements are widely used for the buildings in Sri Lanka. Thus, it …","Environmental, economic and social analysis of materials for doors and windows in Sri Lanka",35,2007,,
Sandhya Babel,"Abstract Substrate bioavailabity is one of the critical factors that determine the relative biohydrogen (bioH 2) yield in fermentative hydrogen production and bioelectricity output in a microbial fuel cell (MFC). In the present undertaking, batch bioH 2 production and MFC …","Ultrasonic pretreatment of palm oil mill effluent: Impact on biohydrogen production, bioelectricity generation, and underlying microbial communities",24,2012,,
Sandhya Babel,"Abstract A novel N-doped ZrO 2 (N–ZrO 2) photocatalyst is synthesized through thermal decomposition of zirconium hydroxide-urea complex and is characterized using various techniques, including XRD, FTIR, TGA, SEM, TEM, UV-DRS, XPS, XANES, and BET. The N …",Rapid enhanced photocatalytic degradation of dyes using novel N-doped ZrO2,26,2016,,
Sandhya Babel,Abstract Most of latex concentrate processing factories in Thailand discharge treated wastewater high in organic loading to the nearby rivers which can cause a serious threat to the environment. This study aimed to determine in batch~ e score mode the performance of …,Treatment of natural rubber processing wastewater by combination of ozonation and activated sludge process,21,2008,,
Sandhya Babel,"Abstract Dye wastewater is a major source of toxic aromatic amines released into the environment. Semiconductor photocatalysis is a clean, solar-driven process for the treatment of dye wastewater. To enhance applicability of semiconductor photocatalysis, the catalyst …",Rapid photocatalytic degradation of the recalcitrant dye amaranth by highly active N-WO3,19,2016,,
Sandhya Babel,"Abstract This study focuses on treatment of landfill leachate in column experiments by immobilized Trametes versicolor on polyurethane foam, collected from Nonthaburi landfill site, Thailand. In this study, glucose was used as a co-substrate. The effect of biomass …", Effect of leachate loading rate and incubation period on the treatment efficiency by T. versicolor immobilized on foam cubes,15,2009,../papers2/BCET/Sandhya Babel/int_j_environ_sci_technol_2009_6_3_457_466.pdf,http://applications.emro.who.int/imemrf/int_j_environ_sci_technol/int_j_environ_sci_technol_2009_6_3_457_466.pdf
Sandhya Babel,"Abstract A novel solar photoactive system, consisting of N-ZnO particles coated on a polyester fabric (PF), is prepared using a simple heat attachment method. The photocatalytic activity of the photoactive system (N-ZnO@ PF) for amaranth (AM) degradation is studied in …","A new, cost-effective solar photoactive system N-ZnO@ polyester fabric for degradation of recalcitrant compound in a continuous flow reactor",17,2016,,
Sandhya Babel,"Abstract This paper compares the environmental, economic and social impacts of two types of roofs (elements) widely used for buildings in Sri Lanka, namely tile and asbestos, taking into consideration a life cycle perspective. Environmental burdens associated with these …",A decision making matrix with life cycle perspective of materials for roofs in Sri Lanka,15,2007,,
Sandhya Babel,Abstract Batch production experiments on biohydrogen from Palm Oil Mill Effluent (POME) pretreated with (i) OPTIMASH BG®(enzyme) and (ii) Tween 80®(surfactant) were carried out using anaerobic seed sludge subjected to heat pretreatment at 105° C for 90 min. Batch …,The influence of enzyme and surfactant on biohydrogen production and electricity generation using Palm Oil Mill Effluent,13,2012,,
Sandhya Babel,"Abstract This study investigates green mussel filtration rates based on variation of the mussel size and density, and attempts to correlate these with the amount of Chaetoceros calcitrans consumed by kinetic modeling. The filtration rates were found to be more effective …",Influence of size and density on filtration rate modeling and nutrient uptake by green mussel (Perna viridis),14,2013,../papers2/BCET/Sandhya Babel/In%EF%AC%82uence_of_size_and_density_on_%EF%AC%81ltration_rate_modeling.pdf,http://www.academia.edu/download/32540016/In%EF%AC%82uence_of_size_and_density_on_%EF%AC%81ltration_rate_modeling.pdf
Sandhya Babel,"Abstract N-doped ZnO (N-ZnO) and N-doped ZrO 2 (N-ZrO 2) are synthesized by novel, simple thermal decomposition methods. The catalysts are evaluated for the degradation of rhodamine 6G (R6G) under visible and UV light. N-ZnO exhibits higher dye degradation …",Comparison and mechanism of photocatalytic activities of N-ZnO and N-ZrO2 for the degradation of rhodamine 6G,13,2016,,
Sandhya Babel,"Abstract This paper presents a method to facilitate the decision-making process in selecting sustainable floors (elements) for buildings in Sri Lanka, taking into consideration environmental, economic and social assessments of materials used for these elements. Two …",A matrix for selecting sustainable floor coverings for buildings in Sri Lanka,13,2009,,
Sandhya Babel,"Metal fractionation studies on metals in sludge are usually done on dried sludge. Although there are advantages in this form of sludge, it is possible that fractionation of metals in sludge may be influenced by the drying process, which consequently affects mobility of …",Effect of drying process on heavy metals fractionation of contaminated sludge for land application,10,2013,,
Sandhya Babel,"Abstract A new, highly photoactive system consisting of N-WO 3 coated on polyester fabric is prepared. The catalyst coating is done through a simple heat attachment method. The photocatalytic activity of the photoactive system (N-WO 3@ PF) is evaluated for degradation …",An innovative solar photoactive system N-WO3@ polyester fabric for degradation of amaranth in a thin-film fixed-bed reactor,11,2016,,
Sandhya Babel,"By taking a life cycle approach to study the potential for silver nanoparticle (AgNP) release from functionalized textiles, we can estimate the relative importance of different phases to the release of Ag over time. Alongside the fastness of the AgNPs during the use phase (eg …",Durability of nano-enhanced textiles through the life cycle: releases from landfilling after washing,12,2016,,http://publicationslist.org/data/nowack/ref-183/Mitrano%20(2016).pdf
Sandhya Babel,"In this study, cadmium hyperaccumulation potential of four species, Guinea grass (Panicum maximum), cosmos (Cosmos sulphureus), African marigold (Tagetes erecta L.) and sunflower (Helianthus annuus), was investigated in pot culture experiments in triplicate in a …",Screening of potential hyperaccumulator for cadmium from contaminated soil,9,2011,../papers2/BCET/Sandhya Babel/DWT_2011.pdf,http://hywr.kuciv.kyoto-u.ac.jp/lecture/gss/SBabel/E3-20130118PM/DWT_2011.pdf
Sandhya Babel,"Abstract Selection of environmentally benign, economical and socially favorable materials for construction is helpful in sustainable development. This article presents a method to select such materials (ie, sustainable materials) for foundations of buildings (elements) in Sri …","Biodegradation of organics in landfill leachate by immobilized white rot fungi, Trametes versicolor BCC 8725",8,2012,,
Sandhya Babel,"This paper investigated treatment of landfill leachate collected from Nonthaburi landfill site, Thailand, by using immobilized white rot fungi, namely, Trametes versicolor BCC 8725 and Flavodon flavus BCC 17421. Effects of pH and co-substrates were investigated at different …",A quest for sustainable materials for building elements in Sri Lanka: Foundations,7,2010,,
Sandhya Babel,"Abstract Hexane (CrHr4), is universally employed as a solvent in the extraction of oil from rice bran. It is a colorless volatile liquid which is soluble in water and highly flammable. The EPA has now categorized hexane as a FIAP (hazardous air pollutant). Since hexane is very …",Fungi immobilization for landfill leachate treatment,6,2010,,
Sandhya Babel,Abstract Increasing use of silver nanoparticles (AgNPs) in consumer products has raised concerns about the potential impacts of AgNPs on the environment. This study aimed to assess the potential release of AgNPs from textiles due to sequential washing. Different …,Release of silver nanoparticles from fabrics during the course of sequential washing,5,2016,,
Sandhya Babel,"Abstract A new, simple synthesis route based on combustion reaction was introduced for preparing N-doped ZnO (N-ZnO). The structure and properties of N-ZnO were characterized using various techniques, including XPS, XANES, XRD, FTIR, TGA, SEM, TEM, DRS, BET …",A novel visible light active N-doped ZnO for photocatalytic degradation of dyes,6,2017,,
Sandhya Babel,"The large amount of unutilised pineapple wastes produced every year in tropical countries, particularly in Thailand, adds to the existing environmental pollution problems of the country. This study investigated the utilisation of pineapple wastes to treat another form of waste …",Heavy metals removal from contaminated sewage sludge by naturally fermented raw liquid from pineapple wastes,5,2007,,
Sandhya Babel,This research was carried out to study the treatment of landfill leachate by immobilized Trametes versicolor BCC 8725. Leachate was collected from Nonthaburi disposal site of Thailand from a pipe as discharged from landfill to the stabilization pond. Batch experiments …,Effect of glucose on enzyme activity and color removal by Trametes versicolor for high strength landfill leachate,5,2010,,
