author,abstract,title,cited,year,location,linkpdf
Gun Srijuntongsiri,"Reducing the kinematic errors is an important problem in five-axis machining. Errors of this type substantially affect the quality of the five-axis manufacturing. In this paper, we propose and analyse a new numerical algorithm to reduce the kinematic errors of a five-axis tool path …",Optimisation of five-axis machining G-codes in the angular space,4,2015,,
Gun Srijuntongsiri,Abstract The problem of finding all intersections between two space curves is one of the fundamental problems in computer-aided geometric design and computational geometry. This article proposes a new iterative/subdivision hybrid algorithm for this problem. We use a …,An iterative/subdivision hybrid algorithm for curve/curve intersection,3,2011,,
Gun Srijuntongsiri,"This paper presents an approach for monitoring multiple objects in a room using multiple cameras. The proposed system tracks the objects when they have been picked and placed to a new location in the room. In this approach, a 3D room model is used to analyze the …",Multiple objects monitoring based on 3D information from multiple cameras,2,2014,,
Gun Srijuntongsiri,This article proposes a new algorithm for finding all intersections between two planar curves within a given domain. The algorithm is a hybrid between subdivision and iterative methods. We use a test based on Kantorovich's theorem to detect the starting point where Newton's …,Finding all intersections between planar curves,1,2010,,
Gun Srijuntongsiri,Genetic algorithm (GA) has been successfully applied for many numerical optimization problems in the history. Multi-parent genetic algorithm (MPGA) is an extended genetic algorithm which uses more than two parent as a crossover operator for reproduction. Since …,A binary coded multi-parent genetic algorithm for shuttle bus routing system in a college campus,1,2016,../papers2/ICT/Gun Srijuntongsiri/A-Binary-Coded-Multi-Parent-Genetic-Algorithm-for-Shuttle-Bus-Routing-System-in-a-College-Campus.pdf,https://www.researchgate.net/profile/Sengpan_Thatpannphyu/publication/307945532_A_Binary_Coded_Multi-Parent_Genetic_Algorithm_for_Shuttle_Bus_Routing_System_in_a_College_Campus/links/57d2d89a08ae5f03b48ccfc4/A-Binary-Coded-Multi-Parent-Genetic-Algorithm-for-Shuttle-Bus-Routing-System-in-a-College-Campus.pdf
Itthisek Nilkhamhang,The main purpose of this paper is to develop a robust control methodology for an unmanned aerial vehicle (UAV) with quad-rotor mechanism. A conventional proportional-integral-derivative (PID) controller and self-tuning PID based on fuzzy logic are compared and …,Path tracking of UAV using self-tuning PID controller based on fuzzy logic,43,2010,,
Itthisek Nilkhamhang,"In this paper, a teleoperation system using inverse dynamic control is implemented with two PHANToM Omni haptic devices connected in a master-slave configuration. The inverse dynamic control is designed to linearize the nonlinear system and achieve motion tracking …",Teleoperation with inverse dynamics control for phantom omni haptic device,28,2012,,
Itthisek Nilkhamhang,"This paper proposes a novel decision system that can distinguish the following five phases of a normal gait cycle in real-time-stance, heel-off, swing 1, swing 2, and heel-strike-by using a smart shoe. This decision system employs four sensors to evaluate forces exerted by a foot …",Design of a smart shoe for reliable gait analysis using state transition theory,12,2012,,
Itthisek Nilkhamhang,"An adaptive friction compensator is proposed using the generalized Maxwell-slip (GMS) friction model, with a new, linearly-parameterized Stribeck function. It employs a polynomial equation that is linear-in-the-parameter to describe the nonlinear Stribeck effect in the GMS …",Adaptive friction compensation using the GMS model with polynomial Stribeck function,11,2006,,
Itthisek Nilkhamhang,"Station keeping and trajectory tracking are necessary capabilities for underwater robotics vehicles (URVs), allowing them to maintain a reference position and orientation, or follow a reference path. Disturbances to the system are caused by wave-induced hydrodynamic …",Adaptive backstepping sliding-mode controller with bound estimation for underwater robotics vehicles,11,2012,,
Itthisek Nilkhamhang,"This paper focuses on the development of a robust, power-efficient control methodology for an unmanned aerial vehicle (UAV) with a quad-rotor mechanism. Two control algorithms are compared and analyzed: a conventional proportional-integral-derivative (PID) controller; …",Autonomous path tracking and disturbance force rejection of UAV using fuzzy based auto-tuning PID controller,10,2010,,
Itthisek Nilkhamhang,"A new, linearly-parameterized dynamic friction model is proposed based upon the generalized Maxwell-slip (GMS) model. This model is capable of describing essential frictional characteristics, such as the Stribeck effect, hysteresis, stick-slip limit cycling …",Adaptive compensation of a linearly-parameterized gms friction model with parameter projection,10,2006,,
Itthisek Nilkhamhang,"An adaptive friction compensator for position control is proposed using the generalized Maxwell-slip (GMS) friction model, with a new, linearly-parameterized Stribeck function. It employs a polynomial equation that is linear-in-the-parameter to approximate the nonlinear …",Model-based adaptive friction compensation for accurate position control,9,2008,../papers2/ICT/Itthisek Nilkhamhang/1116.pdf,http://folk.ntnu.no/skoge/prost/proceedings/cdc-2008/data/papers/1116.pdf
Itthisek Nilkhamhang,"This paper addresses the identification problem of the generalized Maxwell-slip (GMS) friction model. The GMS model is a dynamic friction representation capable of describing essential friction characteristics. However, the identification process is complicated by the …",Particle swarm optimization for identification of gms friction model,9,2006,,
Itthisek Nilkhamhang,"ABSTRACT: This study analysed the effect of organic fertilizer on greenhouse gas emissions, including carbon dioxide (CO2), methane (CH4) and nitrous oxide (N2O), resulting from paddy field farming. Suphanburi 1 rice varieties were planted in a double-crop …",Use of organic fertilizer on paddy fields to reduce greenhouse gases,8,2012,../papers2/ICT/Itthisek Nilkhamhang/10895867.pdf,http://www.thaiscience.info/Journals/Article/SCAS/10895867.pdf
Itthisek Nilkhamhang,This paper presents a method to estimate external force which is applied at the tip of a robotic arm. Piezoelectric actuator has been used as linear motor into this system and provide force estimation. The disturbance system has been divided into two parts: external …,Force estimation using piezoelectric actuator with adaptive control,7,2009,,
Itthisek Nilkhamhang,"A robust adaptive control algorithm is developed for a remotely operated vehicle (ROV) that maneuvers underwater. The robotic vehicle uses a joystick to control horizontal motion, with embedded sensors for automatic control of certain degrees-of-freedom (DOFs). The system …",A robust adaptive control algorithm for remotely operated underwater vehicle,7,2013,,
Itthisek Nilkhamhang,This paper proposes an algorithm for iteratively identifying the physical parameters of an elastically coupled two-mass torsional system directly from input-output data. The identification process is conducted under close-loop conditions with a 2-degree-of-freedom …,Iterative tuning algorithm for feedforward parameter identification of a 2-mass motor system,7,2004,,
Itthisek Nilkhamhang,Abstract The paper is concerned with a fully adaptive semi active control which can deal with uncertainties in both models of MR damper and suspension mechanism. The proposed approach consists of two adaptive control: One is an adaptive inverse control for …,Adaptive semi-active control of suspension system with MR damper,7,2007,,
Itthisek Nilkhamhang,"Foraging behavior of ants can be beneficial when used in robotic applications that involve traveling between two points, such as harvesting, mining, and rescue robots. Several algorithms have been developed by imitating this behavior, but most of them require a large …",Two foraging algorithms for a limited number of swarm robots,6,2013,,
Itthisek Nilkhamhang,"In this paper, adaptive backstepping control is implemented with a three link manipulator. The adaptive backstepping algorithm is designed to stabilize the nonlinear dynamics of the system. The idea of backstepping design is to drive the error equation to zero by …",Adaptive backstepping controller for triple rotary joint manipulator,6,2010,,
Itthisek Nilkhamhang,"This paper proposes a novel decision system for segregation of five normal gait phases (stance, heel-off, swing 1, swing 2 and heel-strike) by using a real-time wireless smart shoe. The classification employs four force sensitive resistors (FSR) to measure the force …",Wireless smart shoe for gait analysis with automated thresholding using PSO,6,2013,,
Itthisek Nilkhamhang,Abstract An inverse controller is proposed for a magnetorheological (MR) damper that consists of a hysteresis model and a voltage controller. The force characteristics of the MR damper caused by excitation signals are represented by a feedforward neural network …,Force control of a magnetorheological damper using an elementary hysteresis model-based feedforward neural network,5,2013,,
Itthisek Nilkhamhang,"This paper proposes a novel decision system that can distinguish the following five phases of a normal gait cycle in real-time-stance, heel-off, swing 1, swing 2, and heel-strike-by using a smart shoe. This decision system employs four force sensors to evaluate forces exerted by …",Design of a smart shoe for reliable gait analysis using fuzzy logic,5,2012,,
Itthisek Nilkhamhang,The paper is concerned with a fully adaptive semiactive control scheme which can deal with uncertainties in both models of MR damper and suspension mechanism. The proposed approach consists of two adaptive control algorithms: One is an adaptive inverse control for …,Adaptive semi-active vibration isolation considering uncertainties of MR damper and suspension structure,6,2007,,
Itthisek Nilkhamhang,This paper presents a stereo based vision system which will be used to determine the stethoscope location on the human body in a cardiac auscultation tele-diagnostic system. The system is aimed at overcoming the problem of insufficient number of doctors comparing …,Stereo based vision system for cardiac auscultation tele-diagnostic system,5,2009,,
Itthisek Nilkhamhang,Abstract This paper proposes an algorithm for iteratively identifying the physical parameters of an elastically coupled two-mass torsional system directly from input-output data. The identification process is conducted under close-loop conditions with a 2-degree-of-freedom …,Feedforward parameter identification by output oversampling iterative tuning,4,2004,,
Itthisek Nilkhamhang,"ABSTRACT: This paper proposes a novel method for modelling magneto-rheological (MR) dampers. It uses an elementary hysteresis model (EHM) with a feed-forward neural network (FNN) to capture hysteresis characteristics of an MR damper, and another FNN to determine …",A novel approach to model magneto-rheological dampers using EHM with a feed-forward neural network,4,2012,../papers2/ICT/Itthisek Nilkhamhang/A-novel-approach-to-model-magneto-rheological-dampers-using-EHM-with-a-feed-forward-neural-network.pdf,https://www.researchgate.net/profile/Kittipong_Ekkachai/publication/273384334_A_novel_approach_to_model_magneto-rheological_dampers_using_EHM_with_a_feed-forward_neural_network/links/550018170cf28e4ac3479c2e/A-novel-approach-to-model-magneto-rheological-dampers-using-EHM-with-a-feed-forward-neural-network.pdf
Itthisek Nilkhamhang,"The proposed classification method in this paper was introduced to classify the images extracted from colonoscopy videos into two categories: informative frames and non-informative frames. The classification method consists of two steps. In the first step, the …",Informative frame classification method for real-time analysis of colonoscopy video,5,2009,,
Itthisek Nilkhamhang,This paper proposes a novel iterative tuning algorithm for achieving velocity control of a two-mass torsional motor system with uncertain parameters. The command generator tracking (CGT) theory is used to establish a direct relationship between the physical model …,Iterative tuning algorithm for feedforward and feedback control of two-mass motor system with physical parameter identification,3,2005,,
Itthisek Nilkhamhang,"ABSTRACT In recent years, a team of simple robots, so-called swarm robots, can perform the same level of difficult tasks as a more complicated robot. Due to their abilities, they can be applied to many situations. Fire detection is one application that can be combined with …",Development of Robotic Platform for Swarm Robots in Fire Detection Application,3,2013,../papers2/ICT/Itthisek Nilkhamhang/10898133.pdf,http://www.thaiscience.info/Journals/Article/TKJN/10898133.pdf
Itthisek Nilkhamhang,This paper proposes an underwater positioning system (UPS) for remotely operated underwater vehicle (ROV). The system uses two underwater speakers as anchor nodes and a hydrophone as a receiver node. Time-of-arrival (ToA) is locally measured by sensors to …,Underwater positioning systems for underwater robots using trilateration algorithm,3,2015,,
Itthisek Nilkhamhang,This paper proposes a novel algorithm for iterative tuning of a completely unknown two-mass torsional motor system. The command generator tracking (CGT) theory is used to formulate a feedforward controller that consists of a reference model and input generator …,Iterative tuning of feedforward and feedback controllers with physical parameter identification for two-mass system,3,2006,../papers2/ICT/Itthisek Nilkhamhang/_pdf,https://www.jstage.jst.go.jp/article/ieejeiss/126/4/126_4_533/_pdf
Itthisek Nilkhamhang,"The paper is concerned with a stable robust adaptive scheme for sem-iactive control of suspension system installed with MR damper, which can deal with uncertainties in both models of MR damper and suspension mechanism. The proposed scheme consists of two …",Stability-assured robust adaptive control of semi-active suspension systems,3,2008,../papers2/ICT/Itthisek Nilkhamhang/1073.pdf,http://www.nt.ntnu.no/users/skoge/prost/proceedings/acc08/data/papers/1073.pdf
Itthisek Nilkhamhang,"In recent years, intelligent prosthetic knees have been developed that enable amputees to walk as normally as possible when compared to healthy subjects. Although semi-active prosthetic knees utilizing magnetorheological (MR) dampers offer several advantages, they …",Swing phase control of semi-active prosthetic knee using neural network predictive control with particle swarm optimization,7,2016,,
Itthisek Nilkhamhang,"This paper proposes a method for quadrotor tuning focusing on attitude control (roll, pitch, and yaw channel). The controller is based upon a double-loop PID structure that is widely used in many flight controller boards. However, it is not easy to tune the parameters of a PID …",Quadrotor tuning for attitude control based on double-loop PID controller using fictitious reference iterative tuning (FRIT),2,2015,,
Itthisek Nilkhamhang,"Human social interactions are believed to be described by a mathematical model called the Social Force Model (SFM). A variety of mobile robot research has often used the SFM to generate an appropriate navigation behavior. However, to create a mobile robot that moves …",Mobile robot navigation for human-robot social interaction,2,2016,,
Itthisek Nilkhamhang,"ABSTRACT This paper proposes a novel decision system for segregation of five normal gait phases (stance, heel-off, swing 1, swing 2 and heel-strike) by using a real-time wireless smart shoe. The classification method employed four force sensitive resistors to measure the …",A wireless smart shoe for gait analysis using heuristic algorithms with automated thresholding,3,2013,../papers2/ICT/Itthisek Nilkhamhang/10898128.pdf,http://www.thaiscience.info/journals/Article/TKJN/10898128.pdf
Itthisek Nilkhamhang,"Landslides are common seasonal disasters that often occur in Thailand as a result of continuous heavy rainfall, causing hundreds of deaths and large amount of property damage every year. Unmanned aerial vehicles (UAV) are widely used to identify affected …",Unmanned aerial vehicle for observing landslide with iterative feedback tuning,2,2013,,
Itthisek Nilkhamhang,The paper is concerned with adaptive semi-active control approaches which can deal with uncertainties in both models of MR damper and suspension mechanism. The proposed control schemes consist of two controllers: One is an adaptive damper controller for …,Adaptive semiactive suspension system by linearly parameterized controller,2,2007,,
Itthisek Nilkhamhang,An adaptive predistortion linearization is proposed to compensate for the nonlinear distortions induced by high power amplifiers (HPAs) in orthogonal frequency division multiplexing (OFDM) systems. By expressing the uncertain nonlinear input-output dynamics …,An adaptive nonlinearity compensation scheme for OFDM communication systems,1,2006,,
Itthisek Nilkhamhang,"This paper presents a robust adaptive algorithm with smooth sliding mode for bilateral control system which necessary uses for achieving in teleoperation. The system uses a hybrid structure to implement simultaneous force and position control, with a two-channel …",A robust adaptive algorithm for bilateral control system without force sensor,1,2010,,
Itthisek Nilkhamhang,"An adaptive friction compensator is proposed using the generalized Maxwell-slip (GMS) friction model, with a new, linearly-parameterized Stribeck function. It employs a polynomial equation that is linear-in-the-parameter to approximate the nonlinear Stribeck effect in the …",Robust adaptive friction compensation using linearly-parameterized GMS model,2,2007,,
Itthisek Nilkhamhang,"Abstract: In this paper, a new time-domain adaptive predistortion scheme is proposed to compensate for the nonlinearity of high power amplifiers (HPA) in OFDM systems. A complex Wiener-Hammerstein model (WHM) is adopted to describe the input-output …",Adaptive Predistortion for High Power Amplifier by Exact Model Matching Approach,1,2004,,
Itthisek Nilkhamhang,"This paper proposes a novel method for modeling magneto-rheological (MR) dampers. It uses elementary hysteresis model (EHM) with feedforward neural network (FNN) to capture hysteresis characteristics of MR damper, and another FNN to determine the current gain …",MR damper identification using EHM-based feedforward neural network,1,2012,,
Itthisek Nilkhamhang,"This paper proposes a method for quadrotor tuning focusing on attitude control (roll, pitch and yaw channel). The control structure is based upon PID control which is widely used in many flight controller boards. However, it is not easy to tune control parameters of a PID …",Quadrotor tuning for attitude control based on PID controller using fictitious reference iterative tuning (FRIT),1,2015,,
Itthisek Nilkhamhang,A robust hand gesture recognition algorithm for remote human-machine interaction is proposed that has been optimized for implementation on an embedded platform. Hue-saturation-value (HSV) thresholding and unit-gradient vector (UGV) background subtraction …,Robust implementation of hand gesture recognition for remote human-machine interaction,1,2015,,
Pakinee Aimmanee,Diabetic Retinopathy is a medical condition where the retina is damaged because fluid leaks from blood vessels into the retina. The presence of hemorrhages in the retina is the earliest symptom of diabetic retinopathy. The number and shape of hemorrhages is used to …,A survey on hemorrhage detection in diabetic retinopathy retinal images,38,2012,../papers2/ICT/Pakinee Aimmanee/A-survey-on-hemorrhage-detection-in-diabetic-retinopathy-retinal-images.pdf,https://www.researchgate.net/profile/Parisut_Jitpakdee/publication/261245281_A_survey_on_hemorrhage_detection_in_diabetic_retinopathy_retinal_images/links/5715e66d08ae16479d8ad8c1/A-survey-on-hemorrhage-detection-in-diabetic-retinopathy-retinal-images.pdf
Pakinee Aimmanee,"Online reviews on a service are important sources for service providers to improve their service delivery and service consumers to obtain information for decision making before their service acquisition. However, in the real situation, there are several points of view …",An empirical study on multi-dimensional sentiment analysis from user service reviews,8,2012,../papers2/ICT/Pakinee Aimmanee/An-Empirical-Study-on-Multi-Dimensional-Sentiment-Analysis-from-User-Service-Reviews.pdf,https://www.researchgate.net/profile/Thanaruk_Theeramunkong/publication/259146007_An_Empirical_Study_on_Multi-Dimensional_Sentiment_Analysis_from_User_Service_Reviews/links/571dcbb808ae7f552a48fd3f/An-Empirical-Study-on-Multi-Dimensional-Sentiment-Analysis-from-User-Service-Reviews.pdf
Pakinee Aimmanee,"Abstract—Color Image quantization (CQ) is an important problem in computer graphics, image and processing. The aim of quantization is to reduce colors in an image with minimum distortion. Clustering is a widely used technique for color quantization; all colors in …",A hybrid approach for color image quantization using K-means and firefly algorithms,3,2013,../papers2/ICT/Pakinee Aimmanee/af6fbfd6780118405ced7cc8af1428a11f31.pdf,https://pdfs.semanticscholar.org/78ae/af6fbfd6780118405ced7cc8af1428a11f31.pdf
Pakinee Aimmanee,"Abstract: Search engine has become an essential tool nowadays for people to search for their needed information on the internet. In this work, we evaluate the performance of the search engine from three factors: the keyword frequency, the number of inbound links, and …",Empirical Study on Factors Influencing SEO,1,2014,,
Prapun Suksompong,"Understanding how a biological neuron works has been a major goal in neuroscience. Under the Poisson-excitation assumption, results from earlier study by Suksompong and Berger on the timing jitter in the leaky integrate-and-fire (LIF) model of neurons are used to …",Capacity analysis for integrate-and-fire neurons with descending action potential thresholds,14,2010,,
Prapun Suksompong,Real time locating systems (RTLS) with centimeter accuracy have recently been made available for commercial deployment by employing ultra wideband (UWB) technology. DecaWave's DW1000 is a commercial UWB integrated circuit that utilizes time-of-flight (ToF) …,On performance study of UWB real time locating system,8,2016,,
Prapun Suksompong,RFID localization uses Radio Frequency Identification (RFID) technology to determine object's position in a specific area. Location identification based on Dynamic Active RFID Calibration (LANDMARC) is a notable technique in which active tags and signal strengths …,RFID 2D-localization improvement using modified LANDMARC with linear MMSE estimation,6,2013,,
Prapun Suksompong,Abstract—We address the problem of communication through a finite-state machine with Markov property. The techniques from the theory of Markov decision processes are used to determine of the feedback capacity of this type of machines. We also consider the scenario …,Enhancing PAPR reduction for tone reservation algorithms by deep clipping,5,2010,,
Prapun Suksompong,This paper develops policies for channel allocation in Cognitive Radio Networks (CRN). Game Theory is a tool which can be applied to allocate the limited resources among the selfish users in CRN. The distributed users actions and decisions can drive the system into …,Communication through a finite-state machine with markov property,3,2004,../papers2/ICT/Prapun Suksompong/Prapun Suksompong_6A238F.pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.550.5127&rep=rep1&type=pdf
Prapun Suksompong,"Electronic noses (E-Nose) are seen to be good substitute to human or animal nose for food, and fruit quality identification. It is also used for explosive and chemical identification. We have generated typical E-Nose data to compare the existing algorithms in terms of training …",Developing policies for channel allocation in Cognitive Radio Networks using Game Theory,3,2014,,
Prapun Suksompong,"LEDs can transport the signal or data via visible light instead of radio wave in some place that the radio wave will effect the human or damage the component. Therefore, this paper presents about the digital modulation for improving not only data rate and bit error rate but …",Classification and pattern recognition algorithms applied to E-Nose,2,2015,,
Prapun Suksompong,"Systems utilizing OFDM technique are plagued by the problem of high PAPR values in the transmitted signals. One popular solution is to apply selective mapping (SLM) technique. In this paper, SLM performance is studied in the context of MIMO-OFDM systems. The original …",Enhancing PAPR performance of MIMO-OFDM systems using SLM technique with centering phase sequence matrix,2,2011,,
Prapun Suksompong,"RFID system uses sources emitting electromagnetic waves (RFID readers) to locate one or more targets (RFID tags), with the possible use of additional RFID tags as references. RFID positioning system is useful for localization, and is challenging for indoor environments. This …",3-D localization algorithm using double-planar passive RFID arrays,1,2013,../papers2/ICT/Prapun Suksompong/3-D-localization-algorithm-using-double-planar-passive-RFID-arrays.pdf,https://www.researchgate.net/profile/Chalie_Charoenlarpnopparut/publication/261449322_3-D_localization_algorithm_using_double-planar_passive_RFID_arrays/links/00b4953a0fd54663c2000000/3-D-localization-algorithm-using-double-planar-passive-RFID-arrays.pdf
Prapun Suksompong,"Cognitive radio networks evolve according to the actions of selfish users who act 
independently. The eventual state reached in most of the cases by such a system is a Nash Equilibrium 
(NE). Multiple NE with different qualities may exist. In this work we consider the problem of allocating …",Policies for Channel Allocation in Cognitive Radio Networks using Game Theory,1,2016,../papers2/ICT/Prapun Suksompong/117,http://www.ecti-eec.org/index.php/ecti-eec/article/viewFile/224/117
Prapun Suksompong,We analyze three sources of timing jitter for (differential) time of arrival estimation for successive spikes arriving at a biological synapse. The dominant source of this jitter is believed to occur during spike generation. Other jitters introduced by propagation and …,Jitter analysis of timing codes for neurons with descending action potential thresholds,1,2006,,
Prapun Suksompong,Cognitive radio (CR) is a wireless technology that facilitates unlicensed users to access the sensed spectrum without creating any interference to the primary user. Sensing the licensed spectrum to seek for spatiotemporal information of any possible spectrum hole is the first …,Spectrum hole identification in multiple TV bands by adaptive threshold multi-taper spectrum estimator for cognitive radio,1,2014,,
Prapun Suksompong,"In this paper we review principle component analysis, linear discriminant analysis (LDA), A-nearest neighbor, feed forward backpropagation neural network, support vector machine, and radial basis function neural network (RBFNN) algorithms applied to electronic nose (E …",Signal processing for multi-sensor E-nose system: acquisition and classification,1,2015,,
Prapun Suksompong,This paper has two main goals. The first goal is to estimate the entropy rate of Thai text which is found to be roughly 2 bits/character. The second goal is to come up with methods for text authentication based on probability distribution and information theoretic quantities …,Entropy rate of Thai text and testing author authenticity using character combination distribution,1,2012,,
Prapun Suksompong,"Abstract This paper proposes to further design the sub-optimal two-dimensional (2D) interleavers while taking the best interleaver from the previous work into consideration. The newly proposed interleavers are 2D Golden interleavers (Gold), uniformly distributed …",2D Interleaver Design for Image Transmission over Severe Burst-Error Environment,1,2015,../papers2/ICT/Prapun Suksompong/79,http://www.ecti-eec.org/index.php/ecti-eec/article/download/23/79
Somsak Kittipiyakul,Abstract—This paper presents an embedded wireless sensor network (WSN) prototype system for temperature monitoring in a building. This network will be used for management of air conditioning systems at SIIT. The ultimate goal is to help saving the energy cost and …,XBee wireless sensor networks for temperature monitoring,61,2010,../papers2/ICT/Somsak Kittipiyakul/final_XBeeWSN_100328.pdf,http://www2.siit.tu.ac.th/somsak/pub/final_XBeeWSN_100328.pdf
Somsak Kittipiyakul,"This paper considers the problem of optimal server allocation in a time-slotted system with N statistically symmetric queues and K servers when the arrivals and channels are stochastic and time-varying. In this setting, we identify two classes of"" desirable"" policies with …",Delay-optimal server allocation in multiqueue multiserver systems with time-varying connectivities,57,2009,../papers2/ICT/Somsak Kittipiyakul/2612b966642cc31f76a7cb855e9827fb6d6a.pdf,https://pdfs.semanticscholar.org/9ee7/2612b966642cc31f76a7cb855e9827fb6d6a.pdf
Somsak Kittipiyakul,"This paper considers the issue of optimal subcarrier allocation in OFDMA. When including time-varying packet arrivals and channels, we show, via a counter example, that water-filling-based subcarrier allocation policies, contrary to conventional wisdom, fail to provide rate …",Subcarrier allocation in OFDMA systems: beyond water-filling,46,2004,../papers2/ICT/Somsak Kittipiyakul/Subcarrier-allocation-in-OFDMA-systems-beyond-water-filling.pdf,https://www.researchgate.net/profile/Somsak_Kittipiyakul/publication/4128724_Subcarrier_allocation_in_OFDMA_systems_beyond_water-filling/links/543748950cf2dc341db4cc46/Subcarrier-allocation-in-OFDMA-systems-beyond-water-filling.pdf
Somsak Kittipiyakul,"This paper considers the issue of optimal subcarrier allocation in OFDMA. We show, via a counter example, that water-filling based subcarrier allocation policies, contrary to conventional wisdom, fail to provide rate-stability for an otherwise stabilizable OFDMA …",A fresh look at optimal subcarrier allocation in OFDMA systems,36,2004,../papers2/ICT/Somsak Kittipiyakul/CDC04.pdf,http://fleece.ucsd.edu/~tjavidi/Somsak/CDC04.pdf
Somsak Kittipiyakul,"This paper considers the issue of delay optimal subcarrier allocation in OFDMA wireless networks when the arrivals and channels are stochastic. Our objective is to minimize the long-term average packet delay over multiple time epochs. In previous studies, we have …",Resource allocation in OFDMA with time-varying channel and bursty arrivals,32,2007,../papers2/ICT/Somsak Kittipiyakul/CommLetter07.pdf,http://fleece.ucsd.edu/~tjavidi/Somsak/CommLetter07.pdf
Somsak Kittipiyakul,"This work analyzes the high-SNR asymptotic error performance of outage-limited communications with fading, where the number of bits that arrive at the transmitter during any timeslot is random but the delivery of bits at the receiver must adhere to a strict delay …",High-SNR analysis of outage-limited communications with bursty and delay-limited information,27,2009,../papers2/ICT/Somsak Kittipiyakul/0809.1039,https://arxiv.org/pdf/0809.1039
Somsak Kittipiyakul,"Abstract—We perform a performance evaluation of ZigBee mesh networks based on XBee modules, in terms of packet delay and received signal strength (RSSI). We evaluate the performance for both line-of-sight (LOS) and non-line-of-sight (NLOS) environments in …",Wireless mesh networking with XBee,26,2010,../papers2/ICT/Somsak Kittipiyakul/543748900cf2bf1f1f2d49fb.pdf,https://www.researchgate.net/profile/Somsak_Kittipiyakul/publication/228621105_Wireless_mesh_networking_with_XBee/links/543748900cf2bf1f1f2d49fb.pdf
Somsak Kittipiyakul,"The work analyzes the error performance of high-SNR, high-rate, point-to-point, outage-limited, wireless communications, with bursty and delay-limited information. In this setting, the bit-arrival process is stochastic and bursty, and the bits are limited by a strict delay …",On the responsiveness-diversity-multiplexing tradeoff,10,2007,../papers2/ICT/Somsak Kittipiyakul/543748940cf2dc341db4cc45.pdf,https://www.researchgate.net/profile/Somsak_Kittipiyakul/publication/4327112_On_the_Responsiveness-Diversity-Multiplexing_Tradeoff/links/543748940cf2dc341db4cc45.pdf
Somsak Kittipiyakul,"We consider a system with a bursty and delay-sensitive data source to be transmitted over a constant-rate MIMO channel with no CSI information at the transmitter. Given the diversity-multiplexing tradeoff region of the MIMO channel, we find the optimal multiplexing rate that …",Optimal operating point in MIMO channel for delay-sensitive and bursty traffic,10,2006,../papers2/ICT/Somsak Kittipiyakul/Optimal-Operating-Point-in-MIMO-Channel-for-Delay-Sensitive-and-Bursty-Traffic.pdf,https://www.researchgate.net/profile/Somsak_Kittipiyakul/publication/224679109_Optimal_Operating_Point_in_MIMO_Channel_for_Delay-Sensitive_and_Bursty_Traffic/links/543748900cf2bf1f1f2d49fd/Optimal-Operating-Point-in-MIMO-Channel-for-Delay-Sensitive-and-Bursty-Traffic.pdf
Somsak Kittipiyakul,Abstract The medium access control protocol of IEEE 802.11 networks has been extensively studied to explore its throughput performance. A popular regime of study is the saturation regime where users are assumed to be saturated with information bits. The throughput …,The impact of MAC buffer size on the throughput performance of IEEE 802.11,10,2008,../papers2/ICT/Somsak Kittipiyakul/00b7d5323c67f8b926000000.pdf,https://www.researchgate.net/profile/Mingyan_Liu2/publication/242091880_The_Impact_of_MAC_Buffer_Size_on_the_Throughput_Performance_of_IEEE_80211/links/00b7d5323c67f8b926000000.pdf
Somsak Kittipiyakul,The MIT remote microscope is a telemicroscopy system that allows users to remotely control and view a microscope over the internet with a graphical interface that runs on an ordinary workstation computer. The microscope server consists of an automated Zeiss microscope …,Internet remote microscope,10,1996,,
Somsak Kittipiyakul,"Multiple antennas at the transmitters and receivers in a multiple access channel (MAC) can provide simultaneous diversity, spatial multiplexing, and space-division multiple access gains. The fundamental tradeoff in the asymptotically large SNR regime is shown by Tse et …",Optimal operating point for MIMO multiple access channel with bursty traffic,8,2007,../papers2/ICT/Somsak Kittipiyakul/Kittipiyakul_Jun-06-0362.pdf,http://fleece.ucsd.edu/~tjavidi/Somsak/Kittipiyakul_Jun-06-0362.pdf
Somsak Kittipiyakul,"In this paper, a many-sources large deviations principle (LDP) for the transient workload of a multiqueue single-server system is established where the service rates are chosen from a compact, convex, and coordinate-convex rate region and where the service discipline is the …",Many-sources large deviations for max-weight scheduling,6,2011,../papers2/ICT/Somsak Kittipiyakul/0902.4569,https://arxiv.org/pdf/0902.4569
Somsak Kittipiyakul,"Abstract—This paper considers a problem of scheduling and cluster size with N iid source nodes trying to transmit data to a common destination node (eg a gateway or a processing center), with the help of some subset of nodes in the form of relays. The source nodes share …",Relay scheduling and cooperative diversity for delay-sensitive and bursty traffic,6,2007,../papers2/ICT/Somsak Kittipiyakul/14bada5cdd34ecf2736d4c475be97c08d604.pdf,https://pdfs.semanticscholar.org/d2cb/14bada5cdd34ecf2736d4c475be97c08d604.pdf
